Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence_Score
IMG_2762,Unknown,carrot,1 regions detected,,0.262
IMG_2763,Unknown,"bed, tie",3 regions detected,,0.564
IMG_2764,Unknown,fire (color-based),color analysis,,0.39
IMG_2765,Unknown,fire (color-based),color analysis,,0.24
IMG_2766,Unknown,fire (color-based),color analysis,,0.17
IMG_2767,Unknown,fire (color-based),color analysis,,0.16
IMG_2768,Unknown,"carrot, hot dog",2 regions detected,,0.296
IMG_2769,Assault / Violence,person,1 regions detected,,0.526
IMG_2770,Unknown,fire (color-based),color analysis,,0.3
IMG_2771,Unknown,tie,1 regions detected,,0.367
IMG_2772,Fire Scene,book,3 regions detected,,0.41
IMG_2773,Fire Scene,fire (color-based),color analysis,Rime ee ee hee per ie i Pee eee oa eee aie tesa = ih 3,0.99
IMG_2774,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2775,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2776,Fire Scene,book,1 regions detected,,0.302
IMG_2777,Fire Scene,book,1 regions detected,,0.335
IMG_2778,Fire Scene,book,1 regions detected,,0.402
IMG_2779,Fire Scene,fire (color-based),color analysis,Pee eee eR eRe Be el nae,0.85
IMG_2780,Assault / Violence,"tie, knife",2 regions detected,Per ae al Brave fd Ween ae Pe at Alu: MIN BIRO,0.423
IMG_2781,Unknown,fire (color-based),color analysis,,0.12
IMG_2782,Assault / Violence,"tie, person",2 regions detected,,0.3
IMG_2783,Unknown,carrot,1 regions detected,,0.369
IMG_2784,Assault / Violence,person,1 regions detected,,0.449
IMG_2785,Unknown,"carrot, dining table, tie",3 regions detected,,0.829
IMG_2786,Unknown,fire (color-based),color analysis,,0.45
IMG_2787,Unknown,carrot,1 regions detected,,0.281
IMG_2788,Fire Scene,fire (color-based),color analysis,,0.51
IMG_2789,Unknown,carrot,1 regions detected,,0.252
IMG_2790,Assault / Violence,"bench, knife",2 regions detected,,0.437
IMG_2791,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2792,Fire Scene,fire (color-based),color analysis,ee. —— At Ta iP 4 a je,0.99
IMG_2793,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2794,Fire Scene,"cat, bench",2 regions detected,,0.731
IMG_2795,Fire Scene,oven,1 regions detected,,0.294
IMG_2796,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2797,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2798,Fire Scene,carrot,2 regions detected,,0.315
IMG_2799,Fire Scene,vase,1 regions detected,,0.297
IMG_2800,Fire Scene,fire (color-based),color analysis,,0.53
IMG_2801,Unknown,fire (color-based),color analysis,,0.47
IMG_2802,Unknown,fire (color-based),color analysis,,0.48
IMG_2803,Fire Scene,fire (color-based),color analysis,,0.59
IMG_2804,Unknown,fire (color-based),color analysis,,0.47
IMG_2805,Fire Scene,fire (color-based),color analysis,,0.55
IMG_2806,Fire Scene,pizza,1 regions detected,,0.4
IMG_2807,Assault / Violence,knife,1 regions detected,,0.273
IMG_2808,Assault / Violence,person,1 regions detected,,0.632
IMG_2809,Assault / Violence,person,1 regions detected,,0.395
IMG_2810,Unknown,fire (color-based),color analysis,,0.0
IMG_2811,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2812,Fire Scene,tie,1 regions detected,,0.68
IMG_2813,Vehicle Accident,"car, person",3 regions detected,,0.687
IMG_2814,Unknown,fire (color-based),color analysis,,0.12
IMG_2815,Fire Scene,carrot,1 regions detected,,0.259
IMG_2816,Unknown,fire (color-based),color analysis,,0.06
IMG_2817,Unknown,fire (color-based),color analysis,,0.2
IMG_2818,Unknown,carrot,2 regions detected,,0.616
IMG_2819,Unknown,fire (color-based),color analysis,,0.05
IMG_2820,Fire Scene,tie,1 regions detected,,0.453
IMG_2821,Unknown,tie,1 regions detected,,0.377
IMG_2822,Unknown,carrot,1 regions detected,,0.359
IMG_2823,Assault / Violence,person,1 regions detected,,0.703
IMG_2824,Unknown,fire (color-based),color analysis,,0.32
IMG_2825,Unknown,carrot,1 regions detected,,0.66
IMG_2826,Assault / Violence,knife,1 regions detected,,0.474
IMG_2827,Unknown,fire (color-based),color analysis,,0.19
IMG_2828,Unknown,fire (color-based),color analysis,,0.21
IMG_2829,Unknown,fire (color-based),color analysis,,0.2
IMG_2830,Unknown,fire (color-based),color analysis,,0.13
IMG_2831,Unknown,fire (color-based),color analysis,,0.16
IMG_2832,Unknown,fire (color-based),color analysis,,0.18
IMG_2833,Unknown,fire (color-based),color analysis,,0.17
IMG_2834,Unknown,fire (color-based),color analysis,,0.17
IMG_2835,Fire Scene,oven,1 regions detected,acta,0.318
IMG_2836,Fire Scene,"pizza, tv",2 regions detected,,0.498
IMG_2837,Fire Scene,parking meter,1 regions detected,,0.52
IMG_2838,Fire Scene,tie,1 regions detected,,0.484
IMG_2839,Fire Scene,fire (color-based),color analysis,(penne,0.99
IMG_2840,Assault / Violence,"tie, person",4 regions detected,,0.754
IMG_2841,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2842,Fire Scene,fire (color-based),color analysis,,0.95
IMG_2843,Fire Scene,fire (color-based),color analysis,,0.93
IMG_2844,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2845,Vehicle Accident,"person, truck",2 regions detected,,0.55
IMG_2846,Vehicle Accident,"person, truck",2 regions detected,,0.6
IMG_2847,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2848,Fire Scene,tie,1 regions detected,,0.739
IMG_2849,Vehicle Accident,car,1 regions detected,,0.325
IMG_2850,Vehicle Accident,"person, truck",2 regions detected,,0.523
IMG_2851,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2852,Fire Scene,"tie, bottle",2 regions detected,,0.576
IMG_2853,Fire Scene,fire (color-based),color analysis,,0.72
IMG_2854,Fire Scene,potted plant,1 regions detected,,0.282
IMG_2855,Fire Scene,fire (color-based),color analysis,,0.71
IMG_2856,Unknown,fire (color-based),color analysis,,0.35
IMG_2857,Fire Scene,fire (color-based),color analysis,"i kk ih i: fk kk ink, ie a. A es é byt",0.75
IMG_2858,Assault / Violence,person,1 regions detected,i te ri i a : same,0.278
IMG_2859,Unknown,fire (color-based),color analysis,,0.24
IMG_2860,Vehicle Accident,"bus, car",3 regions detected,,0.47
IMG_2861,Fire Scene,fire (color-based),color analysis,,0.76
IMG_2862,Fire Scene,fire (color-based),color analysis,,0.85
IMG_2863,Fire Scene,fire (color-based),color analysis,,0.86
IMG_2864,Unknown,fire (color-based),color analysis,,0.34
IMG_2865,Fire Scene,broccoli,1 regions detected,,0.346
IMG_2866,Fire Scene,fire (color-based),color analysis,,0.74
IMG_2867,Assault / Violence,knife,1 regions detected,,0.273
IMG_2868,Unknown,fire (color-based),color analysis,,0.25
IMG_2869,Unknown,fire (color-based),color analysis,,0.06
IMG_2870,Unknown,fire (color-based),color analysis,,0.07
IMG_2871,Assault / Violence,knife,1 regions detected,,0.27
IMG_2872,Assault / Violence,knife,1 regions detected,,0.286
IMG_2873,Assault / Violence,"pizza, knife",2 regions detected,,0.38
IMG_2874,Assault / Violence,"hot dog, knife",3 regions detected,,0.447
IMG_2875,Unknown,fire (color-based),color analysis,,0.13
IMG_2876,Unknown,fire (color-based),color analysis,,0.17
IMG_2877,Unknown,"hot dog, tie",3 regions detected,,0.473
IMG_2878,Unknown,pizza,1 regions detected,,0.412
IMG_2879,Unknown,fire (color-based),color analysis,,0.13
IMG_2880,Unknown,fire (color-based),color analysis,,0.04
IMG_2881,Unknown,fire (color-based),color analysis,,0.05
IMG_2882,Unknown,tie,1 regions detected,,0.274
IMG_2883,Unknown,fire (color-based),color analysis,,0.08
IMG_2884,Unknown,fire (color-based),color analysis,,0.03
IMG_2885,Unknown,fire (color-based),color analysis,—— t% Se : oo,0.03
IMG_2886,Unknown,potted plant,1 regions detected,,0.742
IMG_2887,Unknown,fire (color-based),color analysis,,0.02
IMG_2888,Unknown,fire (color-based),color analysis,,0.05
IMG_2889,Fire Scene,refrigerator,1 regions detected,,0.307
IMG_2890,Vehicle Accident,car,1 regions detected,,0.811
IMG_2891,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2892,Fire Scene,fire (color-based),color analysis,,0.57
IMG_2893,Vehicle Accident,car,1 regions detected,,0.783
IMG_2894,Fire Scene,train,1 regions detected,,0.46
IMG_2895,Fire Scene,train,1 regions detected,,0.436
IMG_2896,Unknown,carrot,1 regions detected,,0.409
IMG_2897,Unknown,fire (color-based),color analysis,,0.23
IMG_2898,Unknown,pizza,1 regions detected,,0.298
IMG_2899,Unknown,pizza,1 regions detected,,0.619
IMG_2900,Unknown,fire (color-based),color analysis,,0.33
IMG_2901,Unknown,fire (color-based),color analysis,,0.28
IMG_2902,Unknown,pizza,1 regions detected,,0.503
IMG_2903,Unknown,fire (color-based),color analysis,,0.26
IMG_2904,Unknown,"pizza, cake",2 regions detected,,0.366
IMG_2905,Unknown,pizza,1 regions detected,,0.44
IMG_2906,Unknown,fire (color-based),color analysis,,0.04
IMG_2907,Unknown,fire (color-based),color analysis,,0.18
IMG_2908,Unknown,fire (color-based),color analysis,,0.29
IMG_2909,Unknown,fire (color-based),color analysis,,0.17
IMG_2910,Unknown,fire (color-based),color analysis,,0.17
IMG_2911,Unknown,fire (color-based),color analysis,,0.19
IMG_2912,Assault / Violence,knife,1 regions detected,,0.317
IMG_2913,Unknown,banana,1 regions detected,,0.317
IMG_2914,Assault / Violence,"fork, knife",2 regions detected,,0.612
IMG_2915,Assault / Violence,person,1 regions detected,,0.432
IMG_2916,Unknown,fire (color-based),color analysis,,0.15
IMG_2917,Unknown,fire (color-based),color analysis,,0.2
IMG_2918,Unknown,"airplane, bowl",2 regions detected,,0.417
IMG_2919,Unknown,fire (color-based),color analysis,,0.17
IMG_2920,Unknown,fire (color-based),color analysis,,0.25
IMG_2921,Assault / Violence,knife,2 regions detected,,0.332
IMG_2922,Unknown,fire (color-based),color analysis,,0.19
IMG_2923,Unknown,surfboard,1 regions detected,,0.254
IMG_2924,Unknown,fire (color-based),color analysis,,0.17
IMG_2925,Unknown,fire (color-based),color analysis,,0.2
IMG_2926,Assault / Violence,"hot dog, knife",2 regions detected,,0.756
IMG_2927,Unknown,fire (color-based),color analysis,,0.16
IMG_2928,Fire Scene,fire (color-based),color analysis,,0.55
IMG_2929,Unknown,fire (color-based),color analysis,,0.19
IMG_2930,Unknown,fire (color-based),color analysis,,0.3
IMG_2931,Unknown,fire (color-based),color analysis,,0.12
IMG_2932,Unknown,airplane,1 regions detected,,0.27
IMG_2933,Assault / Violence,knife,1 regions detected,,0.485
IMG_2934,Unknown,fire (color-based),color analysis,,0.05
IMG_2935,Unknown,bed,1 regions detected,,0.373
IMG_2936,Unknown,fire (color-based),color analysis,,0.14
IMG_2937,Unknown,fire (color-based),color analysis,,0.18
IMG_2938,Vehicle Accident,car,1 regions detected,,0.332
IMG_2939,Unknown,fire (color-based),color analysis,,0.15
IMG_2940,Unknown,tv,1 regions detected,,0.258
IMG_2941,Unknown,fire (color-based),color analysis,,0.11
IMG_2942,Vehicle Accident,car,2 regions detected,,0.538
IMG_2943,Unknown,pizza,1 regions detected,,0.295
IMG_2944,Unknown,fire (color-based),color analysis,,0.23
IMG_2945,Unknown,fire (color-based),color analysis,,0.28
IMG_2946,Unknown,fire (color-based),color analysis,,0.28
IMG_2947,Assault / Violence,knife,1 regions detected,,0.299
IMG_2948,Assault / Violence,knife,1 regions detected,,0.368
IMG_2949,Unknown,fire (color-based),color analysis,,0.23
IMG_2950,Assault / Violence,"hot dog, knife",2 regions detected,,0.493
IMG_2951,Assault / Violence,"tie, knife",2 regions detected,,0.692
IMG_2952,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2953,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2954,Fire Scene,"potted plant, couch",2 regions detected,,0.794
IMG_2955,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2956,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2957,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2958,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2959,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2960,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2961,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2962,Assault / Violence,person,1 regions detected,,0.261
IMG_2963,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2964,Unknown,fire (color-based),color analysis,,0.45
IMG_2965,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2966,Fire Scene,bottle,1 regions detected,,0.395
IMG_2967,Fire Scene,carrot,1 regions detected,,0.558
IMG_2968,Assault / Violence,person,1 regions detected,,0.255
IMG_2969,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2970,Vehicle Accident,truck,1 regions detected,,0.303
IMG_2971,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2972,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2973,Fire Scene,train,2 regions detected,,0.407
IMG_2974,Vehicle Accident,car,1 regions detected,,0.519
IMG_2975,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2976,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2977,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2978,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2979,Fire Scene,fire (color-based),color analysis,,0.89
IMG_2980,Unknown,fire (color-based),color analysis,,0.13
IMG_2981,Unknown,tie,1 regions detected,,0.71
IMG_2982,Fire Scene,tv,1 regions detected,,0.259
IMG_2983,Unknown,fire (color-based),color analysis,,0.25
IMG_2984,Fire Scene,fire (color-based),color analysis,,0.72
IMG_2985,Fire Scene,fire (color-based),color analysis,,0.97
IMG_2986,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2987,Fire Scene,fire (color-based),color analysis,,0.51
IMG_2988,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2989,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2990,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2991,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2992,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2993,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2994,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2995,Fire Scene,train,1 regions detected,,0.42
IMG_2996,Fire Scene,tie,1 regions detected,,0.388
IMG_2997,Fire Scene,fire (color-based),color analysis,,0.99
IMG_2998,Fire Scene,"pizza, cake",2 regions detected,,0.335
IMG_2999,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3000,Fire Scene,pizza,1 regions detected,,0.357
IMG_3001,Assault / Violence,person,1 regions detected,,0.809
IMG_3002,Fire Scene,pizza,2 regions detected,,0.407
IMG_3003,Assault / Violence,person,1 regions detected,,0.657
IMG_3004,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3005,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3006,Unknown,fire (color-based),color analysis,,0.1
IMG_3007,Unknown,fire (color-based),color analysis,,0.21
IMG_3008,Assault / Violence,"fork, knife",2 regions detected,,0.456
IMG_3009,Unknown,fire (color-based),color analysis,,0.11
IMG_3010,Unknown,fire (color-based),color analysis,,0.26
IMG_3011,Unknown,bowl,1 regions detected,,0.263
IMG_3012,Unknown,fire (color-based),color analysis,vo DL as,0.09
IMG_3013,Unknown,fire (color-based),color analysis,,0.12
IMG_3014,Unknown,fire (color-based),color analysis,,0.26
IMG_3015,Unknown,banana,1 regions detected,,0.288
IMG_3016,Unknown,fire (color-based),color analysis,,0.25
IMG_3017,Unknown,hot dog,1 regions detected,,0.568
IMG_3018,Unknown,fire (color-based),color analysis,,0.23
IMG_3019,Unknown,fire (color-based),color analysis,,0.33
IMG_3020,Unknown,hot dog,1 regions detected,,0.408
IMG_3021,Unknown,pizza,1 regions detected,,0.298
IMG_3022,Assault / Violence,knife,1 regions detected,,0.387
IMG_3023,Unknown,tie,1 regions detected,,0.507
IMG_3024,Fire Scene,fire (color-based),color analysis,,0.73
IMG_3025,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3026,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3027,Fire Scene,clock,1 regions detected,,0.746
IMG_3028,Fire Scene,clock,1 regions detected,,0.384
IMG_3029,Fire Scene,clock,1 regions detected,,0.524
IMG_3030,Fire Scene,tie,1 regions detected,,0.8
IMG_3031,Fire Scene,clock,1 regions detected,,0.673
IMG_3032,Fire Scene,tie,1 regions detected,,0.345
IMG_3033,Fire Scene,fire (color-based),color analysis,,0.88
IMG_3034,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3035,Fire Scene,"carrot, fork",2 regions detected,,0.454
IMG_3036,Assault / Violence,knife,2 regions detected,,0.315
IMG_3037,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3038,Assault / Violence,"carrot, knife",3 regions detected,,0.535
IMG_3039,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3040,Vehicle Accident,"car, bottle",2 regions detected,,0.389
IMG_3041,Assault / Violence,knife,1 regions detected,,0.491
IMG_3042,Unknown,fire (color-based),color analysis,,0.29
IMG_3043,Unknown,fire (color-based),color analysis,,0.21
IMG_3044,Assault / Violence,"carrot, knife",2 regions detected,,0.381
IMG_3045,Unknown,fire (color-based),color analysis,,0.33
IMG_3046,Unknown,"airplane, surfboard",3 regions detected,,0.564
IMG_3047,Unknown,fire (color-based),color analysis,,0.13
IMG_3048,Unknown,fire (color-based),color analysis,,0.28
IMG_3049,Unknown,fire (color-based),color analysis,,0.24
IMG_3050,Unknown,dining table,1 regions detected,,0.255
IMG_3051,Unknown,wine glass,1 regions detected,,0.42
IMG_3052,Assault / Violence,"tie, person",4 regions detected,,0.571
IMG_3053,Unknown,fire (color-based),color analysis,,0.47
IMG_3054,Fire Scene,fire (color-based),color analysis,,0.53
IMG_3055,Fire Scene,fire (color-based),color analysis,,0.67
IMG_3056,Unknown,fire (color-based),color analysis,,0.35
IMG_3057,Unknown,cake,1 regions detected,,0.371
IMG_3058,Fire Scene,fire (color-based),color analysis,,0.67
IMG_3059,Unknown,fire (color-based),color analysis,,0.49
IMG_3060,Unknown,fire (color-based),color analysis,,0.24
IMG_3061,Unknown,clock,1 regions detected,,0.254
IMG_3062,Unknown,fire (color-based),color analysis,,0.18
IMG_3063,Unknown,fire (color-based),color analysis,,0.24
IMG_3064,Unknown,fork,1 regions detected,,0.303
IMG_3065,Unknown,fire (color-based),color analysis,,0.25
IMG_3066,Unknown,"tie, clock",2 regions detected,,0.271
IMG_3067,Assault / Violence,knife,1 regions detected,,0.461
IMG_3068,Assault / Violence,knife,1 regions detected,,0.375
IMG_3069,Unknown,clock,1 regions detected,,0.261
IMG_3070,Unknown,hot dog,1 regions detected,,0.315
IMG_3071,Unknown,fire (color-based),color analysis,,0.28
IMG_3072,Unknown,hot dog,1 regions detected,,0.487
IMG_3073,Unknown,hot dog,1 regions detected,,0.594
IMG_3074,Unknown,airplane,2 regions detected,,0.369
IMG_3075,Unknown,fire (color-based),color analysis,,0.27
IMG_3076,Unknown,toothbrush,1 regions detected,,0.326
IMG_3077,Unknown,hot dog,1 regions detected,,0.362
